날짜,종목명,제목,점수,라벨링
2019-06-27,와이지엔터테이먼트,"경찰, 성접대 의혹 양현석 소환조사",-2,-1
2019-06-26,와이지엔터테이먼트,성접대 의혹' YG 양현석 경찰 조사…피내사자 신분,-3,-1
2019-06-25,와이지엔터테이먼트,"""양현석 '성접대 내사종결될 것으로 안다' 취재진에 말해""",0,0
2019-06-25,와이지엔터테이먼트,정마담 누구? “정준영 카톡방에도 나와” “5대 마담 중 No.2”,0,0
2019-06-25,와이지엔터테이먼트,"‘스트레이트’ “YG, 조 로우 등과 친분 다진 이유는…” 의혹 제기",-2,-1
2019-06-25,와이지엔터테이먼트,버닝썬 승리·윤 총경 수사 마무리…승리 입영연기 안 해,-2,-1
2019-06-25,와이지엔터테이먼트,"“YG, 동남아 재력가 접촉 이유?…빅뱅 군입대에 고민 깊었다”",0,0
2019-06-25,와이지엔터테이먼트,“원정 성접대 이후 정마담과 YG 관계 어색해져”,0,0
2019-06-24,와이지엔터테이먼트,"“2600억원 요트로 여성 초대”…YG의혹 핵심인물, 조로우는 누구",0,0
2019-06-24,와이지엔터테이먼트,"""YG 기획 하에 모나코 원정 접대 떠난 여성들, 그곳에서…""",0,0
2019-06-24,와이지엔터테이먼트,한밤 경찰 조사 받은 싸이…YG 향하는 성접대 의혹 수사,-4,-1
2019-06-23,와이지엔터테이먼트,비아이 마약 구매의혹…엇갈리는 제보자·검·경의 주장,-1,-1
2019-06-21,와이지엔터테이먼트,검찰 강력부서 ‘비아이 마약투약 무마·YG 유착의혹’ 수사,-3,-1
2019-06-20,와이지엔터테이먼트,진퇴양난 빠진 YG…양현석ㆍ양민석 떠나고 신임 대표 발표,1,1
2019-06-20,와이지엔터테이먼트,"""내려놓겠다""던 양현석 버젓이 홈페이지에…승리·비아이는 삭제",-1,-1
2019-06-20,와이지엔터테이먼트,YG 측 “그간 제기된 모든 의혹 사실아냐…심려 끼쳐 죄송”,-2,-1
2019-06-20,와이지엔터테이먼트,"“빅뱅 컴백 전 한서희 미국으로 보냈다”…YG, 탑 마약 은폐 의혹",-1,-1
2019-06-20,와이지엔터테이먼트,"""비아이 제보자 송치 당시 YG 승리 내사 중이었다""…새 입장 낸 검찰",-2,-1
2019-06-19,와이지엔터테이먼트,"경찰 ""비아이 참고인 신분 부른다""…검ㆍ경 간 네탓 공방은  진행형",-1,-1
2019-06-19,와이지엔터테이먼트,"경찰 믿고 ""YG에 끌려가"" 진술했지만…혼자 벌 받은 제보자",-1,-1
2019-06-19,와이지엔터테이먼트,"YG 마약 파문에···국민연금 200억, 개미 1800억 날렸다",-1,-1
2019-06-18,와이지엔터테이먼트,“양현석 ‘난 진술서도 볼 수 있는 사람’이라며 거짓 진술 강요”,0,0
2019-06-17,와이지엔터테이먼트,"방정현 변호사 ""사건 본질, 제보자 아닌 YG와 수사기관 유착""",-1,-1
2019-06-17,와이지엔터테이먼트,"경찰, YG·비아이 수사 착수…마약 판매자 교도소에서 면담",-4,-1
2019-06-17,와이지엔터테이먼트,경찰청장 “YG 수사전담팀 구성…모든 의혹 철저히 수사할 것”,-1,-1
2019-06-17,와이지엔터테이먼트,"YG “제보자 A씨, 우리 연습생 출신 전혀 아냐”",0,0
2019-06-16,와이지엔터테이먼트,"""비아이 마약"" 말했다는데…사라진 2016년 경찰 조서 미스터리",-2,-1
2019-06-15,와이지엔터테이먼트,YG “이승훈이 기획실 차장? 사실 아닌 별명일뿐…명함도 소품”,0,0
2019-06-15,와이지엔터테이먼트,"""비아이 마약줬다""는데 조사안한 경찰…""금액 말 안해줬다""",-1,-1
2019-06-14,와이지엔터테이먼트,[속보] ‘양현석 동생’ 양민석 YG 대표이사 사임,-1,-1
2019-06-14,와이지엔터테이먼트,"YG 수사 전담팀 만든다…""물러난 양현석도 조사할 수 있다""",-1,-1
2019-06-14,와이지엔터테이먼트,"양현석, YG서 물러난다…""더이상 치욕 견딜 수 없어""",0,0
2019-06-14,와이지엔터테이먼트,"""위너 이승훈, YG-한서희 사이서 비아이 마약 의혹 은폐 시도""",-2,-1
2019-06-13,와이지엔터테이먼트,"""양현석, 우린 일본 가서 마약성분 빼고오면 된다고 협박""",0,0
2019-06-13,와이지엔터테이먼트,"제2 버닝썬? 비아이 마약 의혹 폭로자, YG·경찰 공익신고",-4,-1
2019-06-12,와이지엔터테이먼트,"YG 측, 비아이 ‘마약 의혹’에 “확인 후 입장 밝힐 것”",-2,-1
2019-05-30,와이지엔터테이먼트,성접대 의혹' 방송 후 양현석이 YG 직원들에게 보낸 메일,-1,-1
2019-05-30,와이지엔터테이먼트,"YG 접대 재력가' 싸이 친구, 말레이 5조 부패스캔들 몸통",-1,-1
2019-05-30,와이지엔터테이먼트,"“YG 사업 관계자, 유흥업소 여성 부른 건 사실이라 진술”",0,0
2019-05-29,와이지엔터테이먼트,"싸이 ""양현석에 조 로우 소개했지만 술자리 후 자리 떴다""",1,1
2019-05-29,와이지엔터테이먼트,"‘양현석 성 접대 의혹’ 공소시효 한 달 남았다…경찰, 제보자 접촉",-3,-1
2019-05-28,와이지엔터테이먼트,"경찰 “양현석 성접대 의혹, 사실 확인 할 것""",-2,-1
2019-05-28,와이지엔터테이먼트,"""태국 VIP와 친분···YG 성접대 의혹의 시작은 황하나였다""",0,0
2019-05-28,와이지엔터테이먼트,"""YG 기괴한 영업방식 유명""…승리 ""양현석은 내 롤모델""",0,0
2019-05-28,와이지엔터테이먼트,"YG출신 프라임 ""밤마다 양현석 술접대…뉴스 나올 비화 많아"" 화제",1,1
2019-05-28,와이지엔터테이먼트,"""양현석 식사자리 참석 여성들…500만원대 샤넬백 받았다""",0,0
2019-05-28,와이지엔터테이먼트,양현석 성접대 의혹·버닝썬 사건 등장···태국 VIP는 누구길래,-2,-1
2019-05-28,와이지엔터테이먼트,"""YG 접대 자리 참석"" 황하나 카톡 보니…""몰카 올리고 즐거워해""",-2,-1
2019-05-28,와이지엔터테이먼트,"""양현석 접대 자리에 성매매 여성들 동원···황하나도 있었다""",-2,-1
2019-05-28,와이지엔터테이먼트,"""'양현석 접대' 재력가들, 식사하며 성관계…비상식적으로 놀았다""",-1,-1
2019-05-28,와이지엔터테이먼트,MBC “양현석 성접대 의혹”…동석한 ‘정 마담’ 누구?,-1,-1
2019-05-27,와이지엔터테이먼트,“양현석 동석 자리에 ‘정 마담’ 동원 성매매 여성 10여명…2차 있었다”,-1,-1
2019-05-27,와이지엔터테이먼트,"YG 양현석 성접대 의혹···경찰 ""방송 나오면 판단하겠다""",-2,-1
2019-05-24,와이지엔터테이먼트,"승리, 성매매 여성 부른 이유…""접대 전에 어떤지 보려고""",-2,-1
2019-05-21,와이지엔터테이먼트,"유병재, 매니저 유규선과 YG 떠난다…“앞날 응원하겠다”",-1,-1
2019-05-15,와이지엔터테이먼트,젝스키스' 출신 강성훈 여자친구 벌금형…무슨 일?,0,0
2019-05-14,와이지엔터테이먼트,"""축제에 YG 가수 초청은 몰지각""  명지대에 비판 대자보",0,0
2019-05-13,와이지엔터테이먼트,YG엔터 1분기 영업손실 23억·당기순이익 73억,0,0
2019-05-11,와이지엔터테이먼트,블랙핑크 '뚜두뚜두' 8억뷰 돌파…K팝 그룹 새역사,1,1
2019-05-09,와이지엔터테이먼트,"""성매매 알선 승리, 직접 성매매도 했다""…영장 보니",-2,-1
2019-05-08,와이지엔터테이먼트,버닝썬 수사 100일째에…승리 ㆍ유인석 구속영장 신청,-2,-1
2019-05-08,와이지엔터테이먼트,"경찰, ‘버닝썬 자금횡령·성접대 혐의’ 승리·유인석, 구속영장 신청",-3,-1
2019-05-03,와이지엔터테이먼트,"경찰,  다음주 승리 구속영장 신청 예정…""횡령 혐의 보강 수사""",-3,-1
2019-05-03,와이지엔터테이먼트,승리 '버닝썬 횡령' 혐의 16시간 조사 마치고 귀가,-3,-1
2019-05-02,와이지엔터테이먼트,"경찰, '승리 법카' 의혹 YG 관계자 조사…""구속영장 신청은 아직""",-3,-1
2019-04-29,와이지엔터테이먼트,"경찰 ""승리, 이번주 내 구속영장 신청""···성매매 알선 혐의",-4,-1
2019-04-29,와이지엔터테이먼트,"[팩트체크] 승리 '법카'로 쓴 호텔비 3000만원, YG 책임은",0,0
2019-04-28,와이지엔터테이먼트,"경찰, 승리 구속영장 신청 앞두고 ‘막판 다지기’ 돌입",-1,-1
2023-04-28,와이지엔터테이먼트,"
			'YG 신인' 베이비몬스터, 5인조 확정…양현석 ""5월 12일 공개""
		",2,1
2023-04-17,와이지엔터테이먼트,"
			로제·강동원 열애설 지속되자…YG ""사실 아냐"" [공식]
		",0,0
2023-04-14,와이지엔터테이먼트,"
			""블랙핑크 로제가 마약을…"" 中 허위 루머, YG 강경 대응 예고
		",-1,-1
2023-04-14,와이지엔터테이먼트,"
			블랙핑크 트레이닝 시키고, YG엔터 경영하고…게임 출시 예고
		",2,1
2023-04-20,와이지엔터테이먼트,음악·OTT·웹툰·게임으로 본 엔터테인먼트 M&amp;A 트렌드는 ? [삼정KPMG CFO Lounge],0,0
2023-02-21,와이지엔터테이먼트,"
			YG ""블랙핑크 지수 솔로 MV 촬영 중…해외 올로케이션""
		",3,1
2023-02-06,와이지엔터테이먼트,"
			'YG 신인' 베이비몬스터 마지막 멤버는 日 출신 20세 루카
		",2,1
2023-02-02,와이지엔터테이먼트,"
			'YG 신인' 베이비몬스터, 태국 출신 17세 파리타 공개
		",2,1
2023-01-19,와이지엔터테이먼트,"""블랙핑크 무난히 재계약"" 증권사 관측에 YG엔터 강세",2,1
2023-01-24,와이지엔터테이먼트,"
			YG 베이비몬스터, 13세 최연소 태국 멤버 치키타 '화제'
		",1,1
2023-01-02,와이지엔터테이먼트,"양현석 복귀 후 새판 짜는 YG, 지디에 새 걸그룹까지…주가 급등",2,1
2023-01-19,와이지엔터테이먼트,"""YG엔터 저평가…블랙핑크 무난히 재계약할 듯""-NH",0,0
2023-03-17,와이지엔터테이먼트,블랙핑크 월드 투어·GD 복귀…YG엔터테인먼트 6% 올랐다,2,1
2023-04-28,와이지엔터테이먼트,"
			500만원까지 뛴 블랙핑크 티켓…음공협, 암표 근절 나선다
		",0,0
2023-03-15,와이지엔터테이먼트,"
			YG-대한항공 MOU 체결…블랙핑크 월드투어 후원
		",1,1
2023-02-27,와이지엔터테이먼트,"""YG엔터, 블랙핑크 재계약에 달린 주가…목표가는↑""-하나",0,0
2023-04-25,와이지엔터테이먼트,"
			빅뱅 태양 ""더블랙레이블 이적 이유? 계속 음악적으로 교류""
		",0,0
2023-01-02,와이지엔터테이먼트,"
			'YG 홀로 남은' 지드래곤 ""올해 새 앨범 준비 중""
		",1,1
2023-01-03,와이지엔터테이먼트,"
			대성, YG와 결별 후 첫 심경 ""영원한 건 없다? NO…빅뱅 있어""
		",0,0
2023-01-04,와이지엔터테이먼트,'돈 쓰는 찐팬' 숫자 세어보니…하이브 &gt; SM &gt; JYP &gt; YG 순,0,0
2023-01-11,와이지엔터테이먼트,"
			지드래곤, 황당 열애설…YG·신세계 모두 ""사실 무근""
		",-1,-1
2023-01-03,와이지엔터테이먼트,"
			'YG→더블랙레이블' 태양, 새 프로필 공개…활동 기대
		",2,1
2023-04-12,와이지엔터테이먼트,"""유흥업소에서 만난 아이""…양현석·한서희, 법정 재회할까",0,0
2023-04-17,와이지엔터테이먼트,"
			블랙핑크 로제·강동원 16살 나이 차 '열애설'…소속사 ""사적 영역"" [공식]
		",0,0
2023-04-24,와이지엔터테이먼트,비비고보다 '형님'…12년 만에 로고 바꾼 CJ제일제당 1호 브랜드,1,1
None,와이지엔터테이먼트,None,0,0
2023-04-23,와이지엔터테이먼트,'세무조사'·'상폐위기'…고현정·장혁 소속사에 무슨 일이 [연예 마켓+],0,0
2023-04-18,와이지엔터테이먼트,"
			블랙핑크, 또 기네스 신기록…'유튜브 최다 조회수 음악 채널'
		",1,1
2023-04-07,와이지엔터테이먼트,'올해 큰 거 온다' 블핑에 GD까지…증권가 톱픽은 '이 회사',0,0
2023-04-07,와이지엔터테이먼트,블랙핑크 뜨자 100만명 몰렸다…'지붕킥' PD가 만든 게임 [긱스],0,0
2023-04-07,와이지엔터테이먼트,"정민채 대표 ""블랙핑크 게임 세계인이 즐길 것""…K콘텐츠 새 영역 개척",0,0
2023-04-13,와이지엔터테이먼트,"가수 남태현, 음주운전 혐의로 송치 '면허취소 수치'",-1,-1
2023-03-31,와이지엔터테이먼트,"블랙핑크 국빈만찬 공연 무산됐나…대통령실 ""일정에 없어""",1,1
2023-04-04,와이지엔터테이먼트,블랙핑크 첫 모바일 게임 나온다,1,1
2023-04-13,와이지엔터테이먼트,"동남아 황금연휴 겨냥…'라인프렌즈 팝업' 롯데百, BTS 캐릭터도 판매",1,1
2023-04-04,와이지엔터테이먼트,"
			블랙핑크 지수, 초동 '밀리언셀러' 등극…K팝 女 솔로 최초
		",2,1
2023-04-11,와이지엔터테이먼트,수공예 작가 해외 진출 돕는 아이디어스…매출 10배 늘어난 캐시노트 [Geeks' Briefing],2,1
2023-04-04,와이지엔터테이먼트,드디어 나오는 '블랙핑크' 게임…상장사 실적 뛰어넘은 열매컴퍼니 [Geeks' Briefing],0,0
2023-03-20,와이지엔터테이먼트,"
			블랙핑크 지수, 솔로 데뷔곡 제목은 '꽃'
		",1,1
2023-03-13,와이지엔터테이먼트,"
			블랙핑크 지수, 물오른 미모에 솔로 기대감 '수직 상승'
		",2,1
2023-03-09,와이지엔터테이먼트,"
			블랙핑크 지수, 첫 솔로 앨범명은 'ME'
		",2,1
2023-03-06,와이지엔터테이먼트,"
			블랙핑크 지수, 31일 솔로 데뷔 [공식]
		",2,1
2023-02-25,와이지엔터테이먼트,"'하이브 천하'든 '카카오 왕국'이든…""독과점 논란 불가피"" [연계소문]",-1,-1
2023-02-20,와이지엔터테이먼트,"
			리정도 칭찬…베이비몬스터 16세 日 멤버 아사 에이스 되나
		",1,1
2023-02-22,와이지엔터테이먼트,"
			장기용 ""전역을 명 받았습니다""
		",0,0
2023-02-10,와이지엔터테이먼트,"""누가 SM 품나"" K팝 지각변동…하이브 인수 땐 '11兆 엔터왕국'",1,1
2023-02-14,와이지엔터테이먼트,"
			트레저, 비밀스럽고 신비롭게…팝업스토어 22일 오픈
		",1,1
2023-01-30,와이지엔터테이먼트,"
			박보검, 테디 손 잡았다…더블랙레이블과 전속계약 [공식]
		",1,1
2023-01-09,와이지엔터테이먼트,"""올해 콘서트 수익 본격화""…대형 엔터株 주가 ↑",1,1
2023-01-06,와이지엔터테이먼트,블랙핑크·제이슨 므라즈가 CD앨범 대신 내놓은 '이것' [CES 2023],0,0
2023-03-30,와이지엔터테이먼트,"
			블랙핑크 지수 ""'꽃' 피는 봄에 솔로 데뷔, 시작이 좋아"" [일문일답]
		",2,1
2023-03-28,와이지엔터테이먼트,"
			트레저, 日 인기 브레이크 없다…현지 음원차트 또 1위
		",2,1
2023-03-28,와이지엔터테이먼트,"블랙핑크, 윤 대통령-바이든 만찬서 공연할까…""검토 중""",0,0
2023-03-18,와이지엔터테이먼트,"BTS 업고 고평가라고?…하이브, '엔터공룡'으로 성장하다 [신현아의 IPO그후]",0,0
2023-03-20,와이지엔터테이먼트,"
			기안84 ""평생 그림 못 그려도…"" 60억 건물주 선택
		",0,0
2023-03-17,와이지엔터테이먼트,LG엔솔·현대차 등 586개사 다음 주 주총,0,0
2023-03-11,와이지엔터테이먼트,"""고름 터졌다""…SM 인수전 속 드러난 K팝 '1인 체제' 문제점은 [연계소문]",0,0
2023-03-02,와이지엔터테이먼트,‘의정부 리듬시티’에 복합관광단지 조성...이달 입찰 실시,0,0
2023-03-07,와이지엔터테이먼트,"""이용자 의도 파악한다""…마케팅 솔루션 리스닝마인드, 50억원 투자 유치",3,1
2023-03-04,와이지엔터테이먼트,"3월 첫째 주, 한경 마켓PRO가 주목한 종목과 이슈 5분 완벽정리[위클리 리뷰]",-1,-1
2023-03-03,와이지엔터테이먼트,"
			원조 '만찢남' 권현빈, '판도라' 이지아 경호원 된다
		",0,0
2023-02-15,와이지엔터테이먼트,문화·콘텐츠주 '100억 클럽' 1위 방시혁…BTS도 전원 가입,-1,-1
2023-02-14,와이지엔터테이먼트,"
			라임라잇 ""아이콘 진환 파이팅하라고…소속사 선배 생겨 든든"" [인터뷰①]
		",0,0
2023-02-15,와이지엔터테이먼트,"""디어유, 일본 진출·SM 인수전 효과로 실적 개선 전망…목표가↑""-키움",2,1
2023-02-03,와이지엔터테이먼트,"""고객의 시간을 점유하라""…하이브가 스타트업 투자 늘리는 이유 [긱스]",1,1
2023-01-27,와이지엔터테이먼트,"
			블랙핑크, 기네스 신기록 6개 추가…총 19차례 이름 올려
		",0,0
2023-01-26,와이지엔터테이먼트,"테이크원컴퍼니, 모바일 게임 '뿌까 퍼즐 어드벤처' 글로벌 출시",2,1
2023-01-25,와이지엔터테이먼트,"
			태양X지민 '바이브' 터졌다…美 빌보드 '핫 100' 76위
		",3,1
2023-01-11,와이지엔터테이먼트,"
			지드래곤-이명희 회장 손녀 '열애설'…신세계 ""사실 아냐""
		",0,0
DATE,와이지엔터테이먼트,TITLE,0,0
2020-04-30,와이지엔터테이먼트,"
			YG 신인 트레저 12인, 발리 촬영 비하인드 필름 공개
		",2,1
2020-04-24,와이지엔터테이먼트,내달 한중일 합동 콘서트 확정…YG PLUS 수혜 기대,2,1
2020-04-14,와이지엔터테이먼트,"네이버, YG 이어 SM 손잡고 글로벌 엔터 시장 공략",2,1
2020-03-12,와이지엔터테이먼트,"[마켓인사이트]빅뱅과 재계약한 YG엔터테인먼트, 대표 권한 줄이고 이사회 투명성 높인다",0,0
2020-03-11,와이지엔터테이먼트,"
			YG엔터테인먼트, 빅뱅 잡고 남주혁 보내고
		",0,0
2020-02-14,와이지엔터테이먼트,"YG엔터테인먼트, 외식사업 접는다",0,0
2020-02-27,와이지엔터테이먼트,"
			YG 신인 걸그룹 론칭 계획, 블랙핑크 이후 4년만
		",1,1
2020-04-27,와이지엔터테이먼트,"양현석, 공익제보자 협박…경찰, '기소의견'으로 검찰에 송치",-3,-1
2020-01-06,와이지엔터테이먼트,"
			YG 신인 트레저, 지난해 데뷔 불발 딛고 12인조로 재편…하윤빈 탈퇴 [공식입장]
		",1,1
2020-04-27,와이지엔터테이먼트,"
			양현석, 비아이 마약 수사 방해→'기소의견' 송치
		",-3,-1
2020-03-11,와이지엔터테이먼트,"
			남주혁, 탈 YG?…공유 소속사 숲엔터테인먼트와 전속계약 '논의 중'
		",1,1
2020-03-21,와이지엔터테이먼트,"
			YG 신인 트레저 준규, 첫 커버 비디오로 빛난 '음색요정'
		",2,1
2020-03-11,와이지엔터테이먼트,"
			YG, 빅뱅과 15년 신뢰 이어간다…세 번째 재계약 체결
		",2,1
2020-03-11,와이지엔터테이먼트,"
			빅뱅, YG와 재계약 마쳤다…컴백 준비 박차 [공식]
		",2,1
2020-03-08,와이지엔터테이먼트,"연계소문｜버닝썬 사태 1년…승리는 군대로, YG는 정상화의 길로?",-2,-1
2020-01-06,와이지엔터테이먼트,다시 춤추는 YG엔터테인먼트,0,0
2020-03-09,와이지엔터테이먼트,"
			YG 신인 트레저, 새 리얼리티 '팩트체크' 첫 공개…""팬 궁금증 해소""
		",3,1
2020-02-24,와이지엔터테이먼트,"
			'YG 신인' 트레저, 잠버릇부터 식성까지 'TMI' 대방출
		",1,1
2020-02-15,와이지엔터테이먼트,"
			YG 트레저 방예담, 커버 비디오 공개 '압도적 흡인력'
		",1,1
2020-02-18,와이지엔터테이먼트,"
			'YG 신인' 트레저 마시호·윤재혁·아사히·방예담, 이렇게 싱그러울 수가
		",1,1
2020-01-29,와이지엔터테이먼트,"
			YG ""아이콘 신보에 비아이 참여곡 수록""…결국 음악으로 함께 [전문]
		",1,1
2020-02-10,와이지엔터테이먼트,"
			YG 신인 트레저 12인, '미쳐가네' 이모지 버전 공개(ft. 깜찍)
		",2,1
2020-01-22,와이지엔터테이먼트,"
			'탈 YG' 이하이, 선미와 한솥밥 먹나…메이크어스 ""전속계약 긍정 검토 중"" [공식]
		",2,1
2020-01-30,와이지엔터테이먼트,"
			'YG 신인' 트레저, 완전체 첫 퍼포먼스…12인 보석 칼군무 '미쳐가네'
		",3,1
2020-01-29,와이지엔터테이먼트,"
			'YG 신인' 트레저, 시그널송 '미쳐가네' 안무 영상 '커밍순'
		",1,1
2020-02-01,와이지엔터테이먼트,"
			YG 신인 트레저, '미쳐가네' 퍼포먼스 필름 공개…2일 만 250만뷰 돌파
		",3,1
2020-01-03,와이지엔터테이먼트,"[단독] 4인 빅뱅, YG와 함께 가나…재계약 '긍정적'",2,1
2020-01-02,와이지엔터테이먼트,"
			YG갔던 '라스' 조서윤·'무한도전' 제영재 PD, 티캐스트로
		",0,0
2020-01-07,와이지엔터테이먼트,"
			'28일 컴백' 젝스키스, 4인조 개편 후 첫 앨범…2020 YG 첫 주자
		",4,1
2020-01-08,와이지엔터테이먼트,"
			YG, '트레저' 최현석X지훈X요시X준규 프로필 공개…기대감 ↑
		",1,1
2020-01-06,와이지엔터테이먼트,"
			YG 측 ""TREASURE 데뷔 확정…하윤빈 계약 해지→12인조 재정비""
		",0,0
2020-01-06,와이지엔터테이먼트,"와이지엔터테인먼트, 빅뱅 재계약보다 더 반가운 체질 개선…목표가↑-하나",0,0
2020-04-14,와이지엔터테이먼트,"
			한승연, YGX와 전속계약 [공식]
		",1,1
2020-04-23,와이지엔터테이먼트,"
			블랙핑크, 레이디가가 앨범에 피처링…팝 시장도 '술렁'
		",0,0
2020-04-26,와이지엔터테이먼트,한한령 해제 기대감에 엔터株 강세,2,1
2020-04-20,와이지엔터테이먼트,"
			'역시 강한' 블랙핑크, '킬 디스 러브'까지 8억뷰 MV 3편 보유…K팝 최초
		",1,1
2020-04-05,와이지엔터테이먼트,"
			위너 D-4, 정규 3집 스페셜 트랙 무빙 포스터 공개
		",2,1
2020-04-17,와이지엔터테이먼트,"
			위너, 'Remember' 활동 없이 앨범 초동 판매량 10만장 돌파
		",2,1
2020-04-14,와이지엔터테이먼트,"
			'카라 출신' 한승연, YGX와 전속계약 체결…이수혁‧주우재와 한솥밥
		",2,1
2020-04-07,와이지엔터테이먼트,"
			트레저, 멤버들 위해 손 소독제 '셀프 제조'…사회적 거리두기 동참 독려
		",0,0
2020-02-24,와이지엔터테이먼트,"[마켓인사이트]빅히트엔터테인먼트, IPO 주관사단 확정",0,0
2020-03-20,와이지엔터테이먼트,"
			송민호 자작곡 '뜸' 관심 폭주…위너 정규 3집, 26일 선공개
		",1,1
2020-03-11,와이지엔터테이먼트,"
			美 코첼라 연기됐는데…4인조 빅뱅 복귀는 어디서
		",2,1
2020-03-03,와이지엔터테이먼트,"
			이하이, AOMG 손 잡을까…""전속계약 논의했으나 확정된 바 없어"" [공식]
		",1,1
2020-02-27,와이지엔터테이먼트,"AKMU, 춘천·전주·청주 콘서트 취소…""코로나19 확산 방지·관객 안전 최우선""",0,0
2020-02-07,와이지엔터테이먼트,"
			6인조 아이콘, 비아이 작사·작곡 '뛰어들게'로 인기…24개국 아이튠즈 1위
		",1,1
2020-02-01,와이지엔터테이먼트,"
			'컴백 D-5' 아이콘, 동혁 첫 프로듀싱-바비 3곡 참여…트랙리스트 공개
		",4,1
2020-01-24,와이지엔터테이먼트,"
			젝스키스 '젝포유' 프롤로그 공개, 떡국 먹방+새해 소원
		",1,1
2020-01-24,와이지엔터테이먼트,"
			트레저 숙소 최초공개, 운동·먹방·게임 그리고 연습 '유쾌한 휴일'
		",0,0
2020-01-21,와이지엔터테이먼트,"
			아이콘, 2월 6일 컴백 확정…미니 3집 'i DECIDE' 영상 티저 깜짝 공개
		",3,1
2020-01-03,와이지엔터테이먼트,"
			4인조 빅뱅, 美 '코첼라' 컴백에 살아난 양현석 SNS…10개월 만 홍보 '열일'
		",2,1
2020-01-06,와이지엔터테이먼트,"'한지붕 두가족' 네이버뮤직-바이브, 통합 시너지 없었다",1,1
2020-01-13,와이지엔터테이먼트,"승리, 오늘 또 영장실질심사…구속 갈림길 선 최초의 '성매매 알선 혐의' 아이돌",-4,-1
2020-01-03,와이지엔터테이먼트,'K팝 성지' 꿈꾸며…아레나 속속 들어선다,0,0
2020-01-03,와이지엔터테이먼트,"승리 빠진 4인 빅뱅, 첫 무대는 美 코첼라 [공식]",3,1
2020-01-10,와이지엔터테이먼트,"승리, 이번엔 구속되나…정준영·최종훈 구속시킨 판사가 영장 심사",0,0
2020-03-30,와이지엔터테이먼트,'양현석 증인' 정마담…라임사태 핵심 키 쥔 인물로 떠올라,0,0
2020-03-30,와이지엔터테이먼트,"
			위너, 오늘(30일) 컴백 라이브 진행…입대 앞둔 김진우 무슨 말 할까
		",0,0
2020-03-24,와이지엔터테이먼트,"
			블랙핑크 '뚜두뚜두', 싸이 이후 K팝가수 최초 유튜브 MV 조회수 11억뷰 돌파
		",3,1
2020-03-23,와이지엔터테이먼트,"
			위너 김진우X송민호, 커플 손가락 댄스를?…선공개 타이틀 '뜸' 기대감 고조
		",0,0
2020-03-17,와이지엔터테이먼트,"
			[종합] 지드래곤, SNS에 올린 사진 한 장에 '시끌'…""마약 연상""vs""과한 추측""
		",-1,-1
2020-03-16,와이지엔터테이먼트,"
			위너 강승윤X김진우, 흰 티셔츠·롤업 청바지+바가지 머리…레트로 감성 '물씬'
		",0,0
2020-03-07,와이지엔터테이먼트,연예마켓+ㅣ방탄소년단도 공연 취소…코로나19 여파 'K팝'도 휘청,0,0
2020-03-12,와이지엔터테이먼트,"
			위너, 26일 신곡 발표…'크로스' 이후 5개월 만 컴백 [공식]
		",3,1
2020-03-09,와이지엔터테이먼트,"
			승리, 은퇴 선언 후 1년 만에 입대…버닝썬 언급할까
		",-2,-1
2020-02-24,와이지엔터테이먼트,"NEW, K콘텐츠 해외방송으로 반등 노려",0,0
2020-03-02,와이지엔터테이먼트,"20세기엔 비틀스, 21세기엔 BTS!…방탄소년단 美 '빌보드 200' 4연속 1위",2,1
2020-03-05,와이지엔터테이먼트,"'버닝썬 사태' 승리, 9일 현역 입대…경례하며 파티하더니 결국 군복 입는다",-4,-1
2020-02-27,와이지엔터테이먼트,비아이 마약 검사 최종 '음성'…자숙 중 마스크 기부에도 여론 '싸늘',-1,-1
2020-02-25,와이지엔터테이먼트,"
			AKMU 수현, 광고 모델 발탁→CM송도 책임 '다재다능 매력'
		",1,1
2020-02-24,와이지엔터테이먼트,"
			블랙핑크, '붐바야' MV 8억 뷰 넘겼다…K팝 그룹 최초 8억 뷰 2편 보유
		",3,1
2020-02-21,와이지엔터테이먼트,"'성매매 알선' 승리, 결국 내달 군대로?…병무청 ""개인 병역사항 확인 불가""",-2,-1
2020-02-09,와이지엔터테이먼트,"연예 마켓+ㅣ 방탄소년단 잭팟, 올해 더 터진다",1,1
2020-02-11,와이지엔터테이먼트,"봉준호 아내 정선영 작가까지 화제…""많은 영감 줘 감사하다""",1,1
2020-02-12,와이지엔터테이먼트,"
			남태현 ""저 너무 미워하지 마세요""
		",0,0
2020-02-06,와이지엔터테이먼트,"산다라박, '또!오해영'으로 첫 뮤지컬 무대…""첫사랑 시작하는 기분""",2,1
2020-02-05,와이지엔터테이먼트,16번째 신종 코로나 확진자 나온 광주서 '미스트롯' 콘서트 강행,0,0
2020-02-04,와이지엔터테이먼트,"[종합] '원정도박 기소' 승리, 결국 군대가 도피처 되나…병무청 입영 통지",-1,-1
2020-02-04,와이지엔터테이먼트,신종 코로나 여파…방송가 행사 줄취소,0,0
2020-02-04,와이지엔터테이먼트,"
			'컴백 D-2' 아이콘, 새 앨범 5곡 맛보기 음원 전격 공개
		",4,1
2020-01-26,와이지엔터테이먼트,[이슈+] 연예인 유튜브가 '때깔'부터 다른 이유,-1,-1
2020-01-30,와이지엔터테이먼트,"승리가 승리했다, 결국 불구속 기소",-1,-1
